,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,PrimeAssurance,ProduitAssurance
1473,79370,26-39,male,majority,10-19y,none,working class,0.3448138443032327,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,2,0,1,0.0,2000,Assurance standard
1474,705399,40-64,female,majority,10-19y,university,upper class,0.5520183886629846,1.0,after 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
1475,156210,26-39,female,majority,10-19y,high school,working class,0.4252811553799311,0.0,after 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1476,967355,26-39,female,majority,10-19y,none,working class,0.5951810837458443,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,2,0,0,0.0,1000,Assurance responsabilité civile
1477,850182,40-64,male,majority,0-9y,high school,middle class,0.6004551641841693,1.0,before 2015,1.0,0.0,32765,12000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1478,824222,65+,male,minority,30y+,university,upper class,0.6830716682406902,1.0,before 2015,1.0,1.0,32765,6000.0,sedan,8,0,4,0.0,3000,Assurance tous risques
1479,432313,16-25,female,minority,0-9y,none,working class,0.5934441402402558,0.0,before 2015,0.0,1.0,10238,,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1480,70882,16-25,male,majority,0-9y,high school,poverty,,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1481,680648,40-64,female,majority,0-9y,none,poverty,0.4112607340361535,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1482,504743,26-39,female,majority,10-19y,high school,middle class,0.4862485671686249,1.0,before 2015,0.0,0.0,10238,9000.0,sedan,1,0,0,0.0,1500,Assurance responsabilité civile
1483,170462,40-64,male,majority,10-19y,university,upper class,0.6631350934617573,1.0,before 2015,1.0,0.0,10238,12000.0,sedan,1,1,2,0.0,3000,Assurance tous risques
1484,930070,40-64,female,majority,20-29y,university,upper class,,0.0,before 2015,1.0,1.0,10238,,sedan,1,0,2,0.0,3000,Assurance tous risques
1485,285221,65+,male,majority,30y+,high school,middle class,0.410211832996772,1.0,before 2015,1.0,1.0,10238,,sedan,1,1,8,0.0,3000,Assurance tous risques
1486,410063,16-25,male,majority,0-9y,high school,poverty,,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1487,88005,16-25,male,majority,0-9y,university,middle class,0.54128087074694,0.0,before 2015,1.0,1.0,10238,14000.0,sports car,0,0,0,1.0,1000,Assurance responsabilité civile
1488,534218,40-64,male,majority,20-29y,high school,upper class,0.8259127336694695,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,2,1,0,0.0,3000,Assurance tous risques
1489,274700,26-39,female,majority,0-9y,university,upper class,,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1490,529067,26-39,male,majority,10-19y,university,working class,0.4327990376137225,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
1491,394432,26-39,female,majority,10-19y,none,middle class,0.6531346805952563,0.0,before 2015,1.0,0.0,10238,10000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1492,611173,65+,female,majority,20-29y,university,upper class,0.6585698019422619,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,3,0.0,3000,Assurance tous risques
1493,43148,40-64,female,majority,20-29y,none,working class,0.3776521180272241,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,2,0.0,2000,Assurance standard
1494,345779,40-64,female,majority,20-29y,none,middle class,,1.0,before 2015,1.0,1.0,10238,,sedan,2,0,2,0.0,3000,Assurance tous risques
1495,287039,26-39,female,majority,10-19y,high school,poverty,,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,2,0,0,0.0,1500,Assurance responsabilité civile
1496,806364,40-64,female,majority,20-29y,university,upper class,0.6114283704412116,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,2,1,1,0.0,3000,Assurance tous risques
1497,302852,40-64,male,majority,20-29y,high school,middle class,0.5300029601626921,0.0,before 2015,1.0,1.0,32765,8000.0,sedan,9,1,1,0.0,3000,Assurance tous risques
1498,460696,16-25,female,majority,0-9y,university,middle class,0.6658044484751473,1.0,after 2015,0.0,0.0,32765,11000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
1499,310939,65+,female,majority,10-19y,high school,upper class,0.6764470887101591,1.0,after 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
1500,348388,26-39,male,majority,10-19y,university,middle class,0.5418672821303814,0.0,before 2015,1.0,0.0,32765,6000.0,sedan,3,2,1,0.0,3000,Assurance tous risques
1501,120854,26-39,female,majority,10-19y,high school,middle class,0.4543913057133936,1.0,before 2015,1.0,1.0,32765,,sedan,1,2,1,0.0,3000,Assurance tous risques
1502,410310,40-64,male,majority,20-29y,high school,working class,0.5773390893127768,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,2,0,2,0.0,3000,Assurance tous risques
1503,472338,40-64,male,majority,20-29y,high school,upper class,0.6754294019276363,1.0,after 2015,1.0,1.0,10238,8000.0,sedan,1,2,5,0.0,3000,Assurance tous risques
1504,256261,26-39,female,majority,10-19y,university,upper class,0.6175130394101569,1.0,after 2015,0.0,0.0,92101,14000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1505,673825,40-64,male,majority,10-19y,high school,upper class,0.5749994535452866,0.0,before 2015,0.0,1.0,10238,11000.0,sports car,1,1,1,1.0,2000,Assurance standard
1506,444425,26-39,female,majority,0-9y,high school,upper class,0.6238790577275641,1.0,after 2015,1.0,1.0,10238,16000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1507,334093,26-39,male,majority,10-19y,university,upper class,0.7955568213583091,1.0,before 2015,0.0,0.0,32765,17000.0,sedan,0,0,1,1.0,2000,Assurance standard
1508,410504,40-64,female,minority,10-19y,high school,middle class,0.5926096840740965,0.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1509,439105,40-64,female,majority,0-9y,university,upper class,0.4720291922931867,1.0,after 2015,1.0,1.0,92101,9000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1510,81569,65+,female,majority,30y+,high school,upper class,0.6288764873080216,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,2,1,3,0.0,3000,Assurance tous risques
1511,672216,26-39,female,majority,10-19y,high school,poverty,0.4964996457402483,1.0,before 2015,0.0,1.0,32765,11000.0,sedan,1,0,1,1.0,2000,Assurance standard
1512,928771,65+,female,majority,30y+,high school,upper class,0.6542716199084817,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,2,0,1,0.0,3000,Assurance tous risques
1513,254028,65+,male,minority,10-19y,university,upper class,0.5411171526670346,0.0,after 2015,1.0,1.0,10238,7000.0,sedan,2,0,4,1.0,3000,Assurance tous risques
1514,5473,40-64,male,majority,20-29y,university,upper class,0.6711526308625162,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,2,1,2,0.0,3000,Assurance tous risques
1515,810285,26-39,male,majority,10-19y,university,working class,,1.0,before 2015,0.0,1.0,10238,,sedan,0,1,1,0.0,2000,Assurance standard
1516,66960,26-39,female,majority,10-19y,none,middle class,0.5836264756827344,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,1,0.0,2000,Assurance standard
1517,329085,65+,male,majority,30y+,university,upper class,0.6349648687817423,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,5,2,2,0.0,3000,Assurance tous risques
1518,946706,16-25,male,majority,0-9y,high school,poverty,0.2887835942837985,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1519,917659,40-64,male,majority,10-19y,high school,upper class,0.5464771405777197,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,1,0,0,0.0,1000,Assurance responsabilité civile
1520,458558,40-64,male,majority,20-29y,university,upper class,0.6018770408109756,1.0,before 2015,1.0,1.0,10238,,sedan,4,0,0,0.0,1000,Assurance responsabilité civile
1521,32551,16-25,male,majority,0-9y,none,poverty,0.2469505160422721,0.0,before 2015,0.0,1.0,10238,9000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1522,134194,26-39,male,majority,10-19y,high school,middle class,0.6650377664996788,1.0,after 2015,1.0,1.0,92101,16000.0,sedan,2,1,0,0.0,3000,Assurance tous risques
1523,8388,40-64,female,majority,10-19y,none,working class,0.42537261684660543,0.0,after 2015,1.0,1.0,10238,9000.0,sports car,2,0,1,0.0,3000,Assurance tous risques
1524,838006,16-25,male,minority,0-9y,none,poverty,0.3360517759929724,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1525,384021,16-25,female,majority,0-9y,high school,working class,0.3928280180316749,1.0,before 2015,0.0,0.0,92101,16000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1526,207547,26-39,female,majority,10-19y,high school,middle class,0.4993148108076061,1.0,after 2015,0.0,0.0,10238,17000.0,sedan,0,0,1,0.0,2000,Assurance standard
1527,85773,65+,male,majority,30y+,high school,upper class,0.6773942647724964,1.0,before 2015,0.0,1.0,32765,14000.0,sedan,3,1,4,1.0,2000,Assurance standard
1528,746345,26-39,male,majority,0-9y,none,working class,0.3599178912483734,1.0,before 2015,0.0,0.0,32765,,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1529,789542,26-39,male,majority,10-19y,university,middle class,0.3730878422592478,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,1,2,1.0,3000,Assurance tous risques
1530,154109,40-64,female,majority,20-29y,high school,middle class,0.6154684595384661,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,4,0,1,0.0,3000,Assurance tous risques
1531,482232,16-25,male,majority,0-9y,none,working class,0.3976377563353084,0.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1532,37552,40-64,female,majority,10-19y,high school,upper class,0.6770587526543413,0.0,before 2015,1.0,1.0,10238,7000.0,sedan,1,0,3,0.0,3000,Assurance tous risques
1533,256743,65+,female,majority,30y+,university,upper class,0.4681964499145391,1.0,after 2015,1.0,1.0,32765,7000.0,sedan,7,0,2,0.0,3000,Assurance tous risques
1534,731314,65+,female,majority,20-29y,university,upper class,0.6119055041598039,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,1,0,3,0.0,3000,Assurance tous risques
1535,317920,65+,female,minority,30y+,high school,upper class,0.6977579641522408,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,2,1,1,0.0,3000,Assurance tous risques
1536,501906,26-39,female,majority,10-19y,none,working class,0.5969627792495601,1.0,after 2015,1.0,0.0,10238,11000.0,sedan,2,0,1,0.0,3000,Assurance tous risques
1537,837820,40-64,female,minority,20-29y,university,upper class,0.5599157372912646,1.0,after 2015,1.0,0.0,32765,17000.0,sedan,1,1,0,0.0,3000,Assurance tous risques
1538,459931,40-64,female,minority,20-29y,university,middle class,0.6003341486734926,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,1,0,3,0.0,2000,Assurance standard
1539,63648,26-39,female,majority,10-19y,high school,poverty,0.2902069116355317,0.0,before 2015,0.0,0.0,10238,16000.0,sports car,1,0,0,1.0,1500,Assurance responsabilité civile
1540,487378,40-64,female,majority,20-29y,high school,working class,0.5468430438250886,0.0,before 2015,0.0,1.0,10238,9000.0,sedan,3,0,2,0.0,2000,Assurance standard
1541,87522,40-64,female,majority,10-19y,none,working class,0.4994842253450598,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
1542,719772,40-64,female,minority,20-29y,high school,upper class,0.6128967758260766,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1543,315745,40-64,female,minority,0-9y,high school,working class,0.3913905444971415,1.0,before 2015,1.0,0.0,10238,14000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1544,85714,40-64,female,majority,20-29y,high school,middle class,0.4889530344800872,1.0,before 2015,0.0,0.0,92101,18000.0,sedan,0,0,1,0.0,2000,Assurance standard
1545,189455,40-64,female,majority,20-29y,university,upper class,0.5962166787982206,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1546,379039,26-39,female,majority,10-19y,none,poverty,0.3288220420707868,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,1,0,1,0.0,3000,Assurance tous risques
1547,529498,16-25,male,majority,0-9y,none,poverty,,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1548,99292,40-64,female,minority,20-29y,high school,middle class,,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,3,0,0,0.0,1000,Assurance responsabilité civile
1549,205417,40-64,male,majority,20-29y,university,upper class,0.7326876616299971,1.0,after 2015,1.0,1.0,32765,11000.0,sedan,8,1,2,0.0,3000,Assurance tous risques
1550,881876,26-39,male,majority,10-19y,high school,working class,,1.0,before 2015,0.0,0.0,92101,14000.0,sedan,1,0,0,0.0,1500,Assurance responsabilité civile
1551,643618,65+,female,minority,0-9y,high school,upper class,0.5944769038293404,0.0,after 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1552,227900,16-25,female,minority,0-9y,high school,poverty,0.239237292465458,0.0,after 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
1553,958732,26-39,female,majority,0-9y,university,upper class,0.654758523557963,1.0,before 2015,0.0,1.0,32765,11000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1554,522707,65+,male,majority,30y+,high school,upper class,0.5944585157381121,1.0,before 2015,1.0,0.0,10238,14000.0,sedan,4,0,4,0.0,3000,Assurance tous risques
1555,647491,40-64,female,majority,20-29y,high school,upper class,0.545037688684192,1.0,before 2015,1.0,0.0,32765,12000.0,sedan,1,2,1,0.0,3000,Assurance tous risques
1556,636886,16-25,male,majority,0-9y,high school,middle class,0.4243746466627321,1.0,before 2015,1.0,0.0,10238,15000.0,sports car,0,0,0,1.0,1000,Assurance responsabilité civile
1557,956165,16-25,male,majority,0-9y,high school,working class,0.2924216807627052,0.0,before 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1558,582975,40-64,female,majority,20-29y,high school,middle class,0.6000895688751031,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,2,0,1,0.0,3000,Assurance tous risques
1559,801201,16-25,male,majority,0-9y,high school,poverty,0.2795792338887905,1.0,before 2015,0.0,1.0,32765,7000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1560,930000,26-39,female,minority,0-9y,none,working class,0.5900170607758642,0.0,before 2015,1.0,0.0,32765,,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1561,602525,26-39,male,majority,0-9y,none,poverty,0.3618763212555671,0.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1562,795747,40-64,male,majority,20-29y,high school,working class,0.5595152009839386,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,6,3,1,0.0,3000,Assurance tous risques
1563,304304,26-39,male,majority,10-19y,high school,middle class,0.2292753633984657,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,3,0,2,0.0,3000,Assurance tous risques
1564,761953,65+,male,majority,30y+,university,upper class,0.6360258083796877,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,8,1,9,0.0,3000,Assurance tous risques
1565,94241,26-39,female,majority,10-19y,university,middle class,0.4920460979337053,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,0,0,0.0,1000,Assurance responsabilité civile
1566,774917,65+,female,majority,20-29y,university,upper class,0.6645208041519342,1.0,before 2015,1.0,1.0,21217,10000.0,sedan,2,0,0,1.0,1000,Assurance responsabilité civile
1567,692522,40-64,male,minority,20-29y,high school,upper class,0.5134071870775959,1.0,after 2015,1.0,1.0,32765,10000.0,sedan,9,0,2,0.0,3000,Assurance tous risques
1568,229265,40-64,male,majority,20-29y,high school,upper class,0.4144222255873609,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,1,0,4,0.0,3000,Assurance tous risques
1569,516195,26-39,female,majority,10-19y,high school,poverty,0.33832066859803234,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,1,0,0,0.0,1500,Assurance responsabilité civile
1570,632980,26-39,male,majority,10-19y,university,middle class,0.5838111791901199,1.0,before 2015,1.0,1.0,32765,11000.0,sedan,0,1,0,0.0,3000,Assurance tous risques
1571,356154,26-39,female,majority,10-19y,high school,middle class,0.6050756232722501,1.0,before 2015,1.0,0.0,10238,,sedan,3,0,2,0.0,3000,Assurance tous risques
1572,570724,26-39,female,majority,10-19y,university,upper class,0.8110580664014475,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,4,0,0,0.0,1000,Assurance responsabilité civile
1573,486983,26-39,female,majority,10-19y,none,working class,0.6165478094400887,0.0,after 2015,0.0,0.0,10238,16000.0,sedan,2,1,0,0.0,2500,Assurance standard
1574,40228,26-39,male,majority,10-19y,none,working class,0.6939218716430463,0.0,before 2015,0.0,1.0,32765,11000.0,sedan,2,0,0,1.0,1500,Assurance responsabilité civile
1575,548605,16-25,male,majority,0-9y,university,poverty,0.3600840439351249,1.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1576,788956,40-64,female,majority,20-29y,high school,upper class,0.6872984522417026,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,6,1,2,0.0,3000,Assurance tous risques
1577,841372,65+,female,majority,30y+,high school,upper class,0.5996956646686804,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,2,0,2,0.0,2000,Assurance standard
1578,958076,16-25,male,majority,0-9y,university,upper class,0.6932730562505753,1.0,before 2015,1.0,0.0,92101,15000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1579,43625,26-39,male,majority,10-19y,university,upper class,0.3308566737384718,1.0,after 2015,0.0,1.0,10238,,sedan,3,1,2,0.0,2000,Assurance standard
1580,642092,65+,female,majority,30y+,high school,middle class,0.5657720983137879,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,3,0,2,0.0,3000,Assurance tous risques
1581,829408,26-39,female,minority,0-9y,university,upper class,0.6573121349168785,0.0,after 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
1582,429601,26-39,female,majority,0-9y,university,working class,0.5238648570285495,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1583,353731,40-64,male,minority,20-29y,none,middle class,0.3637436901420261,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,4,1,3,0.0,3000,Assurance tous risques
1584,78985,40-64,female,majority,20-29y,high school,upper class,0.7340414416940386,1.0,before 2015,1.0,1.0,10238,,sedan,2,0,1,0.0,3000,Assurance tous risques
1585,626051,16-25,male,minority,0-9y,high school,poverty,0.4861063085385872,1.0,before 2015,0.0,1.0,32765,5000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
1586,843068,40-64,female,majority,20-29y,university,upper class,,1.0,before 2015,0.0,1.0,32765,9000.0,sedan,2,0,0,0.0,1500,Assurance responsabilité civile
1587,733509,40-64,female,majority,20-29y,high school,poverty,0.4743964121917534,0.0,before 2015,1.0,0.0,10238,13000.0,sedan,5,2,6,0.0,3000,Assurance tous risques
1588,579072,40-64,female,majority,10-19y,high school,middle class,0.43150687719255176,1.0,before 2015,1.0,1.0,92101,15000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1589,247930,26-39,male,majority,10-19y,high school,working class,0.5746291487013679,1.0,after 2015,1.0,0.0,10238,14000.0,sedan,0,0,1,0.0,3000,Assurance tous risques
1590,583619,40-64,female,majority,0-9y,university,middle class,0.6069088408199534,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1591,261194,26-39,male,majority,0-9y,high school,upper class,0.6597415729056748,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
1592,291441,16-25,female,majority,0-9y,high school,working class,0.5468524546537378,0.0,after 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1593,959649,26-39,female,minority,0-9y,high school,upper class,0.6331577699602148,1.0,before 2015,1.0,1.0,32765,3000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1594,957656,65+,male,majority,20-29y,high school,middle class,0.6404256230186519,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,1,0,4,0.0,3000,Assurance tous risques
1595,39893,40-64,female,majority,20-29y,none,middle class,0.4712685598165698,1.0,before 2015,1.0,1.0,10238,7000.0,sedan,4,0,0,0.0,1000,Assurance responsabilité civile
1596,569220,26-39,male,majority,10-19y,none,working class,0.4863769900569829,0.0,after 2015,0.0,1.0,10238,,sedan,0,0,2,0.0,2000,Assurance standard
1597,551688,40-64,female,majority,10-19y,university,upper class,0.7699371488819384,0.0,after 2015,0.0,1.0,32765,7000.0,sedan,2,0,1,1.0,2000,Assurance standard
1598,873361,65+,male,majority,30y+,high school,upper class,0.5127228689047442,1.0,after 2015,0.0,0.0,10238,14000.0,sedan,1,2,3,0.0,2000,Assurance standard
1599,336163,40-64,female,majority,0-9y,university,upper class,0.8650769553530809,1.0,after 2015,1.0,1.0,10238,8000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1600,875904,16-25,female,majority,0-9y,university,upper class,0.6124684841669664,1.0,after 2015,1.0,1.0,32765,4000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1601,234352,40-64,male,majority,20-29y,university,upper class,,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,1,3,2,0.0,2000,Assurance standard
1602,44855,16-25,female,majority,0-9y,none,poverty,0.5092867506873217,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1603,859676,26-39,male,majority,10-19y,high school,middle class,0.6191939666417331,1.0,before 2015,0.0,0.0,10238,,sedan,1,0,0,0.0,1500,Assurance responsabilité civile
1604,247107,26-39,male,majority,10-19y,high school,poverty,0.2256597356116017,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,4,1.0,2000,Assurance standard
1605,849205,40-64,male,majority,20-29y,high school,middle class,0.4374925466030241,0.0,after 2015,0.0,1.0,10238,11000.0,sedan,6,0,0,0.0,1500,Assurance responsabilité civile
1606,70922,16-25,female,majority,0-9y,high school,poverty,,1.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1607,963823,65+,female,majority,30y+,university,upper class,,1.0,before 2015,1.0,1.0,32765,3000.0,sedan,10,0,3,0.0,3000,Assurance tous risques
1608,693046,40-64,female,majority,0-9y,high school,middle class,0.518143953834333,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1609,345209,40-64,female,majority,20-29y,high school,upper class,0.6303391775678869,1.0,after 2015,1.0,1.0,32765,5000.0,sedan,0,1,1,0.0,3000,Assurance tous risques
1610,766071,26-39,female,majority,10-19y,university,working class,0.3452102040241184,1.0,before 2015,0.0,0.0,10238,19000.0,sedan,0,1,0,0.0,2500,Assurance standard
1611,876978,40-64,female,majority,0-9y,high school,upper class,,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1612,303044,16-25,female,majority,0-9y,high school,middle class,0.5559327515948029,1.0,before 2015,1.0,1.0,32765,12000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1613,741452,16-25,female,minority,0-9y,high school,poverty,0.4575970504976258,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
1614,796372,16-25,male,majority,0-9y,university,working class,0.6513183939456508,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1615,749220,26-39,female,majority,10-19y,university,upper class,0.5909761364191773,1.0,after 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
1616,386712,26-39,female,majority,10-19y,high school,middle class,0.4342809975252036,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,1,1,0,0.0,3000,Assurance tous risques
1617,779758,26-39,female,majority,0-9y,high school,middle class,,1.0,before 2015,1.0,1.0,10238,,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1618,146361,26-39,male,majority,10-19y,none,poverty,0.30098129184671035,0.0,before 2015,1.0,1.0,32765,5000.0,sedan,4,0,3,1.0,3000,Assurance tous risques
1619,411365,26-39,male,majority,10-19y,university,working class,0.4474790749771535,0.0,before 2015,1.0,0.0,10238,9000.0,sedan,2,0,1,0.0,3000,Assurance tous risques
1620,651342,40-64,male,majority,20-29y,high school,working class,0.51038152684021,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,2,0,5,0.0,2000,Assurance standard
1621,697130,65+,male,majority,30y+,high school,upper class,0.3974021678163336,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,7,0,4,0.0,3000,Assurance tous risques
1622,645370,65+,male,majority,30y+,university,upper class,,1.0,before 2015,1.0,1.0,10238,6000.0,sedan,6,1,6,0.0,3000,Assurance tous risques
1623,908167,40-64,male,majority,10-19y,university,upper class,,1.0,before 2015,1.0,1.0,92101,12000.0,sedan,2,0,0,1.0,1000,Assurance responsabilité civile
1624,424515,65+,male,majority,30y+,university,upper class,0.7810158108961347,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,2,0,1,0.0,3000,Assurance tous risques
1625,479772,40-64,male,minority,20-29y,high school,middle class,0.31718157591176244,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,2,0.0,2000,Assurance standard
1626,854273,40-64,female,majority,0-9y,university,upper class,,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
1627,332598,40-64,male,majority,20-29y,none,upper class,0.5873143657537631,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,1,0,2,0.0,3000,Assurance tous risques
1628,167119,65+,male,majority,30y+,university,upper class,0.7347563670775583,1.0,before 2015,1.0,1.0,10238,6000.0,sedan,7,0,9,0.0,3000,Assurance tous risques
1629,819534,65+,female,majority,20-29y,university,upper class,0.5083976199576173,1.0,before 2015,1.0,1.0,92101,10000.0,sedan,2,1,1,0.0,3000,Assurance tous risques
1630,955794,65+,male,majority,0-9y,high school,upper class,0.5765068305992592,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
1631,62038,65+,male,majority,30y+,university,upper class,0.7286601324813126,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,4,3,4,0.0,3000,Assurance tous risques
1632,469767,16-25,female,majority,0-9y,none,poverty,0.4712409125588638,1.0,before 2015,0.0,0.0,32765,12000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
1633,50824,26-39,male,majority,10-19y,none,poverty,0.3555009229375722,0.0,before 2015,0.0,1.0,32765,12000.0,sports car,0,1,3,0.0,2000,Assurance standard
